Nitrogen,Phosphorus,Potassium,pH_Value,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Soil_Quality
45.62,87.68,48.05,4.69,9.08,2.89,0.86,20.75,35.65,1125.18,67.4
184.44,37.07,63.21,4.3,16.46,0.35,3.19,30.18,81.11,2350.85,54.89
118.51,40.73,153.17,5.68,44.36,2.59,7.75,14.71,59.28,1002.05,72.78
75.98,43.32,64.66,8.95,59.84,2.48,3.69,10.96,59.68,2007.51,62.61
100.39,92.23,47.82,4.65,53.2,3.29,4.95,15.22,96.1,1973.58,66.88
121.01,69.26,129.71,5.7,10.44,2.58,3.33,22.34,45.7,1697.56,75.51
111.98,24.76,9.28,5.36,38.4,0.24,2.59,14.86,50.46,1861.77,60.12
97.28,18.5,34.12,5.81,41.59,1.63,4.92,33.07,67.36,681.55,68.46
100.99,23.04,81.61,8.14,39.7,1.28,5.0,15.7,47.3,457.2,66.83
35.28,26.36,71.12,6.14,36.24,2.04,4.96,38.45,86.32,1008.25,65.22
162.55,23.02,69.43,8.44,21.07,1.56,0.31,37.86,63.73,1464.6,62.19
108.35,65.85,21.71,7.66,41.77,1.05,5.6,19.93,20.21,1600.2,61.14
26.22,11.59,72.17,5.85,45.06,2.35,5.44,26.3,45.77,521.21,66.05
153.23,38.74,159.6,6.31,36.67,1.16,0.65,33.91,59.93,2101.74,71.87
186.49,62.51,82.77,8.07,32.34,2.99,1.6,24.85,82.44,291.28,76.12
189.46,29.09,117.23,6.98,17.05,1.2,4.21,12.74,79.25,2960.54,55.74
73.8,6.53,32.72,9.14,34.96,1.85,2.95,19.71,73.61,2372.88,57.0
27.1,8.18,13.94,9.57,12.05,2.91,4.65,27.97,86.72,2706.16,49.54
103.68,12.6,175.99,8.17,9.0,2.9,6.11,38.57,37.14,1389.82,63.81
22.52,83.58,66.27,9.93,47.78,2.09,4.43,12.42,56.77,2861.58,46.82
186.8,65.79,70.07,7.38,42.19,1.39,3.73,16.18,63.26,2952.87,57.4
36.72,6.45,175.54,3.76,40.7,2.0,2.18,42.59,97.88,1424.25,51.95
50.55,39.11,141.55,6.78,56.05,2.99,4.96,21.13,98.1,2510.99,63.22
81.33,27.86,151.25,5.0,25.94,0.84,6.64,23.21,59.79,2012.2,57.42
76.63,57.8,136.4,5.67,26.99,0.52,2.17,33.31,31.37,607.97,68.52
158.93,52.28,21.16,6.69,27.76,2.08,6.33,22.89,91.0,1209.17,71.56
91.26,48.11,191.6,5.42,30.59,2.05,3.4,18.08,22.14,2149.95,67.15
34.15,31.45,181.83,5.51,33.21,1.1,0.98,43.9,56.15,470.45,60.34
53.44,13.78,47.24,6.11,47.79,1.58,7.29,28.24,59.86,966.42,58.08
101.82,74.24,160.8,5.36,16.97,0.4,5.48,22.99,31.76,985.41,58.33
29.49,87.99,81.88,4.6,28.87,0.54,6.74,36.65,49.72,1248.0,51.71
122.33,94.42,136.75,8.48,32.78,2.92,5.27,13.58,73.73,0.91,68.09
113.15,5.86,33.12,6.07,14.3,1.68,1.08,41.57,75.88,906.3,69.06
142.94,73.99,107.71,8.91,43.61,0.44,4.38,38.41,82.3,628.74,47.68
187.54,72.65,25.32,9.24,8.09,3.37,5.11,23.18,65.87,2818.58,46.92
182.45,94.71,107.23,8.38,37.23,0.81,2.16,16.52,43.49,2503.69,56.13
189.22,25.29,48.72,6.08,16.12,1.18,5.08,40.08,20.98,1578.99,59.74
48.94,74.22,90.49,8.19,5.47,3.41,4.58,43.47,68.48,272.51,62.76
26.31,5.46,133.59,4.51,22.37,0.72,0.27,11.68,65.05,2839.96,51.44
60.46,63.12,175.41,7.8,28.6,3.39,7.07,44.56,70.71,1174.29,70.37
179.02,35.08,33.06,6.14,49.95,2.56,4.32,23.52,94.46,2308.47,63.63
194.41,76.89,178.65,7.76,27.43,1.55,4.72,38.21,39.02,677.49,56.06
171.86,86.33,78.01,8.41,55.35,2.12,1.3,26.02,76.52,1888.85,60.98
22.0,36.48,168.76,7.16,51.34,1.83,6.45,28.26,36.03,1316.7,60.32
189.49,52.56,102.51,7.68,15.6,2.84,4.3,28.76,82.87,1521.18,69.72
84.67,11.74,172.44,4.89,13.56,0.31,0.8,43.72,22.45,606.02,53.99
1.86,41.69,132.56,7.35,18.41,2.87,5.64,32.04,41.52,2617.45,59.69
88.48,36.08,101.74,6.49,24.78,3.4,3.96,20.36,40.63,2064.55,89.97
9.21,18.31,62.51,6.28,37.09,1.56,2.74,31.93,87.9,1227.65,66.6
108.78,89.45,193.78,6.17,11.82,0.75,7.38,13.16,63.81,1099.19,54.12
67.71,14.81,160.18,5.52,34.26,0.47,6.59,21.6,53.07,171.99,55.99
94.69,63.57,76.24,5.48,36.94,1.28,0.44,16.08,39.55,1183.93,76.41
122.63,89.01,33.34,8.05,41.35,0.54,5.62,31.21,45.82,681.16,53.42
173.76,91.2,155.91,7.13,35.26,0.88,1.46,28.61,77.72,2524.71,54.7
132.38,79.32,197.99,3.69,50.38,2.33,0.23,35.36,88.02,890.04,59.0
86.81,17.61,55.79,3.82,40.29,1.51,1.83,21.85,27.36,1746.24,58.56
163.89,81.74,183.17,7.21,55.85,3.16,0.48,44.49,21.16,1944.15,64.35
181.12,27.66,25.07,9.0,43.55,1.68,5.14,21.2,63.93,1835.56,55.55
23.95,92.24,190.44,3.79,28.99,0.62,6.08,11.83,87.01,1861.78,40.78
106.39,70.91,149.07,6.8,16.53,0.57,1.51,19.47,21.82,2362.06,66.56
56.9,78.53,69.32,9.03,5.58,2.46,1.75,31.84,66.29,1327.05,59.62
9.41,8.5,60.93,3.53,9.97,2.26,1.16,36.61,85.17,467.2,50.14
133.71,58.28,128.69,5.29,15.43,2.51,4.54,18.47,29.07,1484.48,66.37
172.55,82.11,118.7,9.48,16.9,1.25,3.97,37.3,48.96,43.17,51.56
32.58,86.16,183.79,4.03,45.81,3.21,0.15,21.76,28.06,2181.37,58.48
162.48,2.86,153.25,7.45,26.23,0.49,3.02,15.74,23.06,288.03,52.82
170.68,93.92,108.07,6.8,22.85,0.21,0.8,14.91,59.53,847.97,59.95
182.87,4.33,185.51,4.49,7.88,2.62,4.67,38.64,73.18,1057.92,51.05
53.06,61.45,118.55,3.78,34.63,2.4,3.84,18.28,93.8,2563.21,64.04
180.79,69.34,169.94,6.77,38.71,1.78,3.73,17.7,44.69,2307.67,56.13
64.13,10.73,168.19,8.28,53.28,0.25,5.91,40.9,40.84,2595.73,34.99
110.47,4.8,183.84,4.65,32.66,0.49,3.73,22.76,69.84,2981.16,53.84
10.1,78.49,13.52,7.99,5.42,0.76,3.94,44.66,95.78,1702.59,42.58
8.78,38.47,116.76,7.05,8.59,2.27,5.1,19.43,34.86,435.34,62.53
144.07,10.71,93.68,5.83,19.91,2.35,2.48,33.11,29.49,1492.53,72.42
88.9,76.27,98.11,7.82,12.66,2.4,7.51,16.81,87.46,2554.05,69.86
51.26,84.92,91.98,4.75,47.38,2.83,2.32,16.74,30.72,891.05,66.82
38.08,58.74,167.49,6.47,10.93,0.18,7.32,38.31,54.81,1728.88,57.01
133.99,16.12,63.69,7.07,13.84,2.29,6.53,42.4,82.51,467.53,60.04
0.08,1.52,92.55,6.48,41.67,0.96,7.26,41.3,50.02,463.6,50.07
161.18,70.08,40.14,6.08,18.18,2.04,1.55,39.18,71.96,1807.33,65.74
15.85,55.01,50.34,8.32,58.3,2.61,1.93,30.41,83.43,2834.23,55.86
38.3,65.08,132.08,7.76,52.48,2.55,6.8,13.96,63.19,777.92,64.31
77.25,81.32,23.39,7.66,45.95,1.08,7.66,21.82,36.01,2049.12,57.32
96.97,43.42,37.56,9.3,23.87,1.31,6.05,19.84,38.02,2351.31,53.54
71.0,12.45,105.61,9.96,8.12,3.22,5.14,18.77,98.69,775.52,57.57
64.14,94.0,8.75,7.19,23.5,2.99,6.49,44.06,84.9,722.7,64.56
192.78,54.53,25.39,5.76,25.72,0.97,0.43,15.23,45.55,2413.0,59.57
128.32,61.53,172.67,8.56,12.01,2.1,6.85,26.42,34.26,212.58,59.22
4.69,93.34,169.23,4.42,11.64,0.46,2.32,42.42,42.49,976.59,41.18
86.04,93.16,69.56,6.83,41.75,2.32,0.55,12.12,85.68,1570.74,71.12
175.0,57.21,69.6,6.91,17.78,2.21,5.48,36.1,67.63,807.33,66.89
60.29,29.76,187.3,9.89,42.29,1.0,6.05,31.33,75.24,305.96,41.69
18.91,99.71,5.17,9.94,35.16,1.53,5.05,22.61,72.52,2692.51,40.3
151.68,68.08,116.06,8.69,54.58,2.76,2.87,42.84,88.38,1356.57,65.69
121.2,40.84,119.48,6.57,48.84,0.97,1.03,21.73,99.04,491.35,72.4
114.06,55.98,157.58,7.06,13.33,2.71,6.18,16.6,70.45,2913.77,67.47
10.72,41.58,190.35,5.58,38.56,1.18,0.47,35.36,68.37,2716.13,55.29
28.1,88.83,71.17,8.89,40.92,2.95,6.1,21.64,28.97,824.87,60.09
124.51,48.25,87.57,8.35,52.41,0.2,7.66,20.04,93.72,112.24,57.48
41.56,82.35,134.26,8.51,40.25,0.98,7.97,42.59,25.01,972.31,50.07
100.81,84.02,193.45,4.4,12.74,0.7,3.23,20.77,74.21,307.84,55.23
108.98,82.43,178.16,6.09,19.21,3.13,0.96,30.11,79.42,1313.41,78.62
56.7,72.22,133.41,6.99,40.07,1.56,0.85,32.91,46.58,1695.21,70.51
189.69,85.49,171.34,4.31,55.16,1.96,3.98,26.99,28.28,179.3,42.35
168.49,38.72,17.04,5.9,54.03,0.92,6.35,20.89,53.99,2934.07,49.0
144.47,11.47,75.43,4.07,24.76,0.54,0.48,28.98,39.19,1491.89,57.87
15.6,84.25,2.62,9.73,50.69,2.13,1.43,23.99,67.52,1960.4,47.9
21.23,49.82,35.49,8.38,33.12,1.06,4.75,11.24,22.79,794.49,56.77
98.56,12.74,126.1,7.53,30.54,3.26,0.78,20.81,23.85,1798.49,82.57
32.14,11.53,177.11,4.83,24.3,1.72,7.04,30.52,65.83,1436.82,51.53
195.65,15.92,126.56,5.67,42.3,0.57,4.07,10.44,31.05,2567.58,51.79
31.7,75.1,132.83,4.44,37.98,0.18,3.16,32.75,48.74,649.09,59.1
97.49,71.09,20.76,6.98,25.61,0.89,0.2,11.09,90.0,9.39,69.7
72.82,20.38,132.97,8.83,46.96,1.19,0.99,29.7,21.98,539.65,68.52
127.88,84.69,90.87,3.62,25.86,0.8,6.64,12.13,31.96,676.37,53.5
25.81,28.13,130.29,4.17,37.14,1.34,5.62,39.68,92.42,1317.94,58.31
86.06,79.3,65.23,4.99,26.58,3.09,0.26,41.86,50.42,1129.86,80.43
54.94,48.88,116.3,8.14,11.43,0.26,7.79,31.5,49.34,824.17,60.97
177.55,73.15,84.81,9.31,13.87,2.82,2.89,14.43,64.26,870.33,60.5
8.12,38.14,111.73,8.39,41.12,1.55,4.89,41.62,55.16,615.44,55.48
182.75,34.71,29.42,6.91,49.62,3.18,5.81,35.49,81.94,229.94,63.56
166.6,84.14,79.16,4.18,30.77,2.37,7.66,40.77,42.49,2325.08,52.17
59.51,3.53,74.86,8.41,22.91,0.66,7.13,26.24,32.1,104.66,47.49
157.86,97.47,147.28,4.19,23.51,3.36,4.82,24.76,64.37,1878.69,58.21
6.24,64.82,141.28,5.76,37.87,0.63,1.2,30.75,57.66,2585.76,59.53
193.37,43.25,181.77,5.5,30.72,1.24,6.78,25.94,48.76,1125.7,62.84
105.32,62.81,126.41,5.83,5.04,3.43,6.55,15.97,50.21,1813.73,75.85
60.66,12.27,62.91,5.64,47.43,0.82,5.15,38.89,92.83,1878.16,51.51
72.52,51.41,156.64,8.5,12.83,2.25,7.91,16.67,83.48,361.83,58.62
13.28,98.51,99.4,4.62,42.11,3.42,4.27,36.12,36.0,665.86,61.06
197.87,23.53,38.7,9.0,23.93,2.44,1.79,41.18,55.45,626.38,51.22
7.86,72.23,149.48,9.08,36.79,2.35,2.1,28.52,80.26,334.29,59.89
130.98,43.5,26.51,6.69,52.03,2.21,3.31,18.86,61.51,1989.12,70.18
88.55,65.25,35.63,4.19,13.48,1.99,3.44,10.75,94.7,1382.99,63.17
189.78,20.49,151.75,7.24,47.77,3.33,6.67,32.91,76.92,1120.29,61.13
49.2,47.05,154.03,8.84,7.11,1.95,7.11,29.37,31.23,2595.01,52.16
106.42,98.01,158.16,5.38,55.68,2.36,3.12,34.19,51.96,2843.58,56.38
96.47,19.53,58.67,8.95,16.09,2.61,7.57,43.3,88.57,1470.8,62.56
140.57,63.64,173.32,7.9,48.69,1.89,7.43,25.8,52.08,2531.01,58.06
13.6,57.56,144.53,9.92,8.7,3.12,3.34,33.54,60.77,2743.25,57.64
38.76,56.51,166.79,8.86,22.99,0.18,6.96,14.99,85.21,931.57,45.02
42.91,61.51,141.72,4.81,39.85,1.44,0.99,14.88,21.61,65.58,64.49
147.63,50.22,115.92,6.42,41.24,2.2,4.14,27.27,26.21,2176.37,76.41
37.83,1.69,21.88,4.17,43.43,0.16,5.73,30.54,41.2,895.87,40.89
114.7,90.01,142.19,3.95,24.3,3.29,2.83,44.46,81.29,70.15,69.19
43.05,82.7,138.09,8.09,41.63,2.91,0.28,29.91,42.09,1201.15,68.64
172.32,17.42,62.5,9.43,28.57,0.84,0.54,42.11,53.11,1445.9,57.79
188.44,41.33,147.16,9.83,36.13,1.23,7.17,37.56,47.52,1182.55,49.67
103.7,77.05,110.09,5.26,35.1,2.4,4.2,41.47,84.02,827.97,72.78
70.46,98.01,111.88,4.81,14.25,1.26,1.3,40.01,68.54,2573.36,61.53
46.81,95.11,73.52,7.14,51.56,3.01,7.23,28.97,37.39,1526.56,66.43
9.96,89.94,23.36,4.81,52.69,0.94,7.54,10.0,90.67,2370.2,38.16
53.7,15.84,43.39,5.42,16.2,2.88,2.68,25.93,20.87,1011.36,72.14
130.85,91.45,153.77,8.94,27.91,1.68,4.73,17.68,53.45,910.22,54.57
106.72,87.84,54.29,8.77,30.57,1.64,2.67,35.0,83.72,2402.93,62.82
188.81,37.69,0.45,9.32,35.19,0.67,5.83,16.92,56.8,2724.95,42.05
79.26,39.45,199.4,6.63,6.22,3.44,7.59,26.56,42.5,2185.56,65.84
138.77,45.99,42.14,7.17,46.73,1.27,0.32,10.86,93.49,1016.9,69.83
97.86,65.62,131.08,8.51,52.41,0.8,3.82,13.16,73.45,2819.8,57.83
102.52,26.08,185.38,5.06,12.82,0.21,6.41,23.74,63.34,2240.04,53.16
53.55,2.29,119.94,8.85,54.31,1.78,5.54,35.55,94.19,1837.33,51.26
90.99,14.12,159.81,3.61,51.8,0.21,1.54,33.58,92.72,1557.37,55.72
94.16,44.01,195.27,8.68,34.82,1.65,3.2,24.97,47.65,1903.04,73.51
141.33,28.2,172.07,8.54,20.11,3.17,3.8,16.68,47.94,126.73,69.13
188.13,76.45,111.58,5.46,16.41,1.79,5.99,20.71,43.52,1954.16,56.52
65.86,10.67,72.74,8.23,31.9,0.25,3.73,27.29,42.67,863.36,57.57
8.44,91.75,96.49,4.89,32.9,1.0,2.58,43.2,31.47,1220.62,55.46
99.26,89.53,168.37,7.25,40.85,0.27,3.38,32.41,71.26,1738.16,62.45
108.89,90.88,170.67,8.05,49.09,3.1,7.74,14.46,43.98,901.43,64.25
33.69,73.96,169.17,8.15,56.4,0.92,0.47,38.15,55.85,594.54,54.27
152.09,10.7,119.44,9.89,48.8,0.32,2.74,35.24,58.13,632.25,48.26
196.99,43.81,95.39,4.68,55.0,3.38,1.66,41.1,73.59,2912.48,64.88
189.15,13.14,62.27,6.63,32.47,1.76,3.26,31.39,86.01,458.9,61.9
39.42,98.77,0.67,9.22,7.14,1.48,4.73,20.85,97.52,2239.99,43.7
175.07,33.3,152.9,7.15,7.85,3.25,1.63,39.67,55.14,2806.07,65.66
140.9,58.53,55.4,9.2,19.77,1.9,3.47,30.21,88.31,2682.7,62.68
90.77,77.94,65.94,6.32,38.77,1.06,6.64,34.6,62.64,1616.69,61.89
108.12,92.06,168.7,8.67,23.44,2.79,5.17,26.44,94.75,1112.5,65.26
169.92,75.55,10.45,9.16,14.14,1.02,5.47,38.16,80.82,1429.68,44.94
96.03,67.45,185.52,9.0,51.78,1.61,7.53,31.9,74.87,64.54,57.08
74.64,46.6,0.27,9.16,59.17,2.83,3.33,41.17,53.42,2014.42,61.51
98.65,60.54,187.83,4.93,5.92,3.27,7.98,22.25,44.29,1823.29,64.72
115.83,9.42,90.95,6.35,9.92,2.16,3.12,39.65,84.55,1285.54,74.25
37.82,88.39,20.42,4.63,32.46,1.82,1.54,37.6,66.45,2925.54,58.75
180.18,54.38,134.83,4.67,23.57,0.36,6.48,22.95,26.25,519.73,54.78
134.84,4.01,179.17,6.67,48.02,2.2,4.13,40.65,54.81,1745.51,60.13
126.65,91.99,87.61,9.74,40.99,1.21,2.83,30.75,31.6,1675.86,59.38
19.9,48.93,138.27,7.35,8.77,1.85,2.05,23.02,22.21,323.18,67.44
120.83,86.86,195.87,9.05,34.97,2.63,6.59,19.65,99.37,1421.99,59.93
24.19,85.69,48.14,9.59,23.51,2.28,4.56,13.07,63.39,144.33,50.18
15.74,81.58,164.09,4.06,58.08,0.43,5.03,13.24,84.99,1274.55,42.06
105.46,6.14,59.05,4.55,31.14,1.45,3.75,37.45,56.02,54.08,66.34
80.56,24.71,85.27,5.39,56.02,0.78,1.79,23.49,70.81,448.94,66.68
117.76,87.55,56.35,7.51,6.66,0.61,2.77,28.31,99.23,1382.67,62.43
17.84,89.9,89.2,3.9,10.68,0.85,1.12,39.22,72.36,2239.57,54.67
86.2,45.81,1.02,8.61,26.24,3.23,2.8,32.92,33.02,1518.67,75.41
34.96,44.0,60.69,3.91,53.78,2.52,7.31,42.98,82.93,1592.41,51.06
197.42,17.51,89.06,4.53,34.95,3.19,4.64,28.31,94.35,1139.61,65.09
112.23,96.84,126.45,5.98,50.33,1.82,0.46,13.89,45.79,1813.03,68.85
137.49,21.31,127.47,7.13,20.59,0.1,6.14,22.15,37.89,2461.48,57.74
65.08,19.09,116.76,9.23,11.13,0.22,6.16,14.82,41.18,2723.41,51.09
18.95,66.07,58.61,9.76,18.53,0.59,6.1,36.16,33.36,2981.36,39.67
195.17,24.28,189.48,9.25,40.49,2.75,4.97,26.32,36.93,2256.22,47.9
57.25,93.88,78.39,4.2,52.93,0.79,0.35,12.01,75.08,342.41,53.62
84.76,1.09,43.38,7.6,30.02,0.45,3.12,10.58,49.46,439.4,56.63
129.97,0.58,110.9,6.37,15.65,3.03,2.67,11.94,90.9,1494.67,73.17
4.94,50.49,149.79,4.32,40.07,0.88,0.27,33.53,48.69,2026.01,57.14
162.05,48.81,2.45,7.11,15.83,1.81,0.78,17.04,93.46,384.58,66.77
107.32,16.34,55.27,5.82,36.37,1.25,3.42,37.22,30.65,1194.41,65.23
55.64,49.45,165.0,5.75,10.63,3.15,7.06,27.96,22.7,1748.63,71.17
12.32,41.17,101.4,4.11,49.61,2.5,7.7,30.32,82.64,600.91,53.49
32.5,89.03,81.7,9.86,49.28,1.64,5.97,15.94,81.42,2097.26,43.16
179.01,0.93,186.18,8.22,34.77,3.03,1.88,40.72,75.85,1016.0,58.95
137.2,97.63,17.91,5.32,7.1,2.57,7.38,26.5,53.71,814.1,60.11
49.98,62.44,123.11,9.46,20.41,2.85,7.83,24.43,35.97,219.03,55.53
13.12,15.18,68.44,9.66,12.61,3.42,3.5,37.84,38.42,2047.57,55.55
138.12,4.68,14.16,8.77,33.79,0.79,4.22,11.14,84.09,650.81,49.45
114.48,53.81,42.75,7.79,10.6,0.79,2.83,28.13,95.29,356.38,61.8
80.9,23.49,125.59,5.95,52.83,1.99,6.83,35.21,96.1,910.37,62.42
72.72,30.12,5.66,6.32,51.76,1.91,2.45,37.84,49.96,2188.62,63.5
43.36,24.51,118.45,6.46,13.59,3.06,0.96,15.44,72.16,848.69,81.04
133.92,65.02,191.37,9.67,43.22,0.63,3.7,23.67,44.63,90.37,56.36
194.13,55.35,159.02,8.44,43.31,1.55,1.44,21.23,88.25,1825.36,57.06
35.14,7.8,69.12,5.4,26.82,1.89,3.5,44.72,67.41,1741.24,60.57
119.42,52.65,27.64,7.56,13.41,1.68,4.72,35.73,88.87,2605.42,61.82
84.84,79.12,93.01,7.36,12.27,0.33,6.44,24.89,79.69,496.27,62.77
89.34,8.12,78.59,8.78,45.67,0.6,5.57,17.52,39.7,2845.48,57.1
50.83,88.97,194.35,4.12,17.11,0.62,5.93,16.09,22.46,150.32,40.81
165.03,57.83,197.97,8.06,38.19,2.13,4.77,44.82,98.65,1704.59,56.88
97.05,95.06,82.12,5.65,52.62,1.56,0.74,30.42,56.37,2341.99,69.17
108.68,14.81,29.76,4.34,37.62,0.71,7.05,35.35,41.97,2289.65,47.2
60.95,99.36,182.12,8.26,58.57,2.6,5.62,15.5,84.94,1972.18,54.84
36.36,64.43,158.71,5.66,40.5,2.83,6.34,36.2,33.7,2888.32,63.23
17.18,56.75,102.25,8.25,22.3,0.81,7.53,18.38,60.56,1286.66,61.61
142.82,51.53,73.07,4.56,51.89,2.56,7.75,36.66,53.54,1973.98,58.32
39.25,2.37,89.63,9.91,22.1,0.32,7.71,42.0,30.13,365.83,40.28
138.02,93.96,180.38,8.72,58.44,3.01,2.23,23.57,74.02,1066.63,63.95
78.08,64.4,36.93,5.38,31.28,3.37,6.83,41.62,90.65,352.89,70.7
83.15,9.16,161.36,8.31,57.43,0.63,7.67,26.25,94.3,1703.98,50.15
93.84,2.1,3.64,4.38,15.1,2.77,5.68,38.31,64.48,2649.79,60.3
73.54,5.08,184.11,7.75,5.63,0.43,5.76,25.9,21.18,1073.9,46.41
20.12,60.94,100.06,3.89,15.79,3.37,7.09,15.03,50.92,2087.87,64.5
61.93,61.4,45.35,5.67,10.41,1.64,2.37,33.4,63.97,754.59,67.32
132.75,49.97,0.57,9.86,45.37,1.92,1.62,21.4,97.47,1668.94,54.51
133.16,30.68,111.91,4.29,19.55,2.7,3.55,12.65,55.53,434.18,62.09
57.24,53.17,48.9,7.38,40.17,0.95,7.6,32.81,48.18,30.07,57.17
92.02,51.63,126.25,3.96,41.78,1.46,0.58,30.26,93.84,2972.03,70.56
38.69,1.94,56.23,7.85,42.85,0.34,3.6,42.55,55.32,2517.89,48.21
42.07,28.25,17.6,5.31,50.79,2.19,5.56,13.06,96.49,1891.67,54.48
4.61,5.32,101.01,5.51,13.19,2.82,5.25,25.06,45.44,798.24,65.1
179.35,90.02,112.9,5.7,7.78,3.0,6.5,18.11,79.65,2234.93,60.52
42.14,72.52,90.52,4.83,6.63,1.92,2.23,26.95,87.48,306.34,61.25
45.51,99.61,91.61,9.62,10.71,2.7,1.95,39.49,90.96,1897.84,59.43
55.92,30.22,117.93,9.39,25.86,0.61,6.64,42.96,43.76,2411.51,44.53
25.48,87.85,105.27,9.16,58.21,2.63,6.62,23.31,98.72,2019.38,56.0
127.85,60.31,26.51,4.19,24.43,0.12,2.07,31.67,79.42,2283.47,51.83
15.03,45.31,39.42,5.02,29.91,0.76,3.58,18.25,32.11,222.06,55.95
26.84,22.26,28.36,7.48,49.79,2.26,3.67,36.67,80.76,119.46,52.71
128.95,73.84,138.66,9.81,55.52,1.19,4.15,41.73,86.71,1294.7,48.29
67.93,90.41,105.72,7.43,58.43,1.5,6.71,26.67,34.57,2374.71,54.68
141.59,23.53,85.97,5.63,50.45,2.91,4.87,40.53,33.6,901.52,70.09
111.48,17.54,159.67,8.81,32.64,2.04,4.19,44.43,30.47,2216.34,59.06
51.2,69.62,65.16,4.38,17.62,1.46,2.39,31.28,59.68,215.34,62.81
130.17,97.7,113.62,9.23,37.91,1.68,0.42,29.62,77.33,1966.32,60.1
23.25,75.0,14.88,9.84,15.82,2.98,7.35,23.35,50.32,2771.56,47.11
107.28,28.46,148.88,9.79,8.06,1.75,5.76,37.52,24.65,1380.71,57.23
87.43,42.0,139.04,4.46,55.56,3.08,0.69,38.52,48.78,172.3,72.48
53.57,38.43,160.48,7.07,31.66,0.94,2.45,10.35,76.16,2162.96,61.21
120.8,85.21,176.9,7.3,32.95,1.91,5.21,18.83,27.82,2651.16,61.47
174.27,77.14,151.61,4.77,38.51,1.35,1.75,11.12,64.53,1088.39,59.85
199.78,58.9,168.9,7.05,29.83,2.11,0.93,37.18,68.31,1115.95,74.41
121.55,27.5,69.13,7.7,29.44,2.06,4.45,16.21,72.08,990.82,75.8
80.94,93.8,68.67,5.64,55.33,2.04,2.7,13.79,47.67,318.79,70.8
45.04,65.33,188.86,5.55,49.91,1.89,6.64,37.9,94.19,918.65,56.59
51.42,97.05,182.91,3.89,16.69,1.65,7.61,30.11,99.6,1273.66,45.89
95.89,58.01,109.7,9.72,21.05,3.2,4.74,15.37,86.95,1255.31,75.04
73.46,82.12,73.31,8.72,41.33,1.01,5.73,39.56,28.73,618.46,60.24
182.76,81.31,173.2,8.44,36.41,1.58,7.87,24.24,41.43,1666.43,47.89
73.66,33.73,64.68,3.64,47.14,0.82,1.89,23.05,36.1,1621.49,54.8
74.69,96.4,30.73,7.56,45.02,1.23,7.25,32.81,24.23,1145.54,48.14
76.71,2.19,127.9,4.67,43.97,0.95,4.52,11.29,91.7,2804.6,57.08
167.32,76.87,8.52,7.8,53.41,2.38,1.58,21.76,35.06,2896.41,59.78
130.16,96.56,75.82,7.54,47.16,2.51,2.38,12.75,50.1,2038.73,67.84
122.83,33.89,161.53,9.04,18.36,1.04,5.54,35.74,50.0,855.01,54.67
66.83,64.81,59.04,5.16,53.01,3.44,7.38,19.6,82.17,2814.81,66.22
163.58,56.22,186.26,3.68,23.45,1.07,1.04,39.28,55.84,2163.72,55.79
7.67,76.15,191.16,9.44,55.1,2.92,5.15,24.65,49.69,1322.07,51.04
174.16,86.62,163.16,9.41,50.33,1.09,3.08,40.98,41.22,2636.96,39.43
102.55,60.3,197.53,6.46,9.07,1.5,2.64,17.74,62.16,462.52,68.07
79.65,81.59,106.15,4.01,47.42,2.36,1.52,32.84,29.15,1995.32,69.22
99.43,31.23,113.84,6.74,32.51,2.0,7.12,43.07,69.37,834.0,73.53
133.48,22.86,167.23,6.91,58.74,1.82,2.98,23.79,85.86,1653.65,68.82
2.55,43.07,98.56,8.84,30.21,2.8,3.6,15.53,94.2,871.13,69.32
174.31,67.77,81.34,8.16,8.69,2.51,1.74,29.38,70.51,1738.82,64.56
89.35,18.72,122.95,3.96,21.12,3.21,4.9,25.12,85.76,1290.02,70.85
68.59,68.04,131.53,8.08,28.66,0.88,3.58,27.71,38.11,1749.12,69.03
27.65,39.41,150.18,4.38,37.56,0.16,1.62,26.66,61.13,228.55,60.22
87.89,79.56,133.64,4.08,13.37,3.5,2.55,19.31,42.72,9.65,70.39
99.26,3.68,149.14,6.09,33.33,1.06,3.19,28.01,99.98,2350.21,63.61
80.73,66.8,134.91,4.0,31.59,0.25,0.71,15.17,50.07,825.29,63.17
135.73,64.98,96.09,8.89,51.02,0.94,0.51,30.4,37.85,2085.6,59.98
84.18,94.09,26.99,6.51,21.63,2.37,7.94,25.3,81.77,116.9,70.09
192.28,71.34,157.09,7.32,29.72,2.1,7.43,44.04,56.74,1984.78,57.09
119.86,79.63,6.16,7.25,26.37,0.8,4.79,13.32,30.16,2147.29,57.03
161.5,90.46,198.5,9.86,39.77,0.73,2.03,36.31,83.07,2124.83,41.07
21.87,67.51,165.69,9.45,50.99,1.61,1.94,22.23,58.59,2552.4,45.81
79.46,29.02,134.18,9.02,42.16,0.15,3.58,34.41,83.13,2589.52,52.06
67.37,86.98,193.32,5.99,30.58,0.11,3.15,43.52,80.1,601.2,55.43
113.9,74.76,122.49,4.44,40.08,2.2,5.89,41.42,65.62,1735.98,61.95
172.22,42.44,11.29,7.35,22.72,1.21,3.32,13.97,77.6,61.9,60.27
