Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop,Soil_Type,Variety
93.33,52.69,122.71,25.32,70.11,7.05,1029.25,Rice,Silty,Basmati-370
89.83,62.61,106.25,25.18,83.77,6.93,1294.3,Wheat,Clay,HD-2967
74.97,47.64,96.74,27.45,74.11,6.96,1117.46,Cotton,Loamy,Bt-1
124.17,56.49,103.32,25.39,68.83,7.69,1690.86,Wheat,Clay,Lok-1
97.23,36.35,123.7,23.13,64.0,5.91,1006.12,Rice,Clay,IR64
87.23,49.81,120.16,23.6,70.64,6.4,1337.52,Maize,Silty,HQPM-1
120.39,31.92,69.84,21.7,82.34,4.81,1132.85,Vegetables,Peaty,Hybrid-A
81.8,53.15,108.69,21.88,63.69,7.02,1654.42,Sugarcane,Clay,Co-0118
116.87,62.66,91.23,23.9,79.76,6.48,1686.28,Rice,Clay,Basmati-370
45.12,47.12,96.57,22.38,51.71,8.36,671.63,Cotton,Chalky,Suraj
141.65,52.91,59.15,17.53,77.47,5.93,1875.09,Vegetables,Peaty,Hybrid-A
31.08,29.26,52.08,28.49,45.65,7.4,811.41,Watermelon,Sandy,Crimson Sweet
120.79,45.01,75.56,19.6,83.1,5.56,2077.8,Potato,Peaty,Kufri Jyoti
94.98,38.81,75.5,16.23,74.72,4.8,1688.69,Potato,Peaty,Kufri Jyoti
65.02,63.55,80.21,26.79,55.99,7.46,884.15,Potato,Chalky,Kufri Pukhraj
54.11,50.81,118.03,30.3,49.78,7.81,501.43,Barley,Chalky,RD-2552
23.69,66.53,73.29,26.74,37.14,8.31,561.91,Cotton,Chalky,Bt-2
64.9,55.67,114.61,25.23,53.66,7.43,1582.19,Sugarcane,Loamy,Co-86032
45.02,31.82,52.61,31.18,38.72,7.18,580.25,Watermelon,Sandy,Crimson Sweet
57.05,36.22,69.21,21.68,73.07,5.93,1308.39,Maize,Loamy,Pioneer-3396
64.67,29.92,58.28,32.44,35.33,6.57,555.01,Groundnut,Sandy,TAG-24
46.04,69.71,136.81,26.52,47.83,8.53,1263.07,Cotton,Chalky,Bt-1
125.62,51.63,59.83,17.39,77.76,5.3,1922.27,Rice,Peaty,IR64
75.84,59.7,76.82,18.86,65.4,6.48,1785.83,Vegetables,Silty,Hybrid-B
71.48,27.58,79.36,23.05,73.8,7.67,1188.28,Maize,Loamy,HQPM-1
41.32,27.44,44.9,31.92,42.85,5.89,629.54,Groundnut,Sandy,GG-20
86.7,38.06,107.32,26.49,69.71,6.85,1917.87,Wheat,Clay,Lok-1
75.55,43.14,50.93,24.59,70.87,6.6,947.88,Wheat,Loamy,Lok-1
36.96,56.81,74.09,28.81,54.62,8.17,929.19,Cotton,Chalky,Bt-2
124.86,56.06,116.35,28.47,77.23,5.85,1273.33,Rice,Clay,IR64
20.7,16.16,71.94,26.83,42.15,6.58,917.3,Millet,Sandy,ICTP-8203
83.36,38.01,99.4,25.8,82.1,6.38,1262.81,Wheat,Clay,HD-2967
51.9,68.97,97.34,27.11,62.02,7.54,535.45,Barley,Chalky,RD-2552
58.99,33.79,34.17,35.03,52.43,6.24,480.2,Potato,Sandy,Kufri Pukhraj
55.68,40.97,133.59,23.48,25.0,7.61,1300.0,Maize,Chalky,DHM-117
42.27,33.07,33.0,29.8,40.66,6.01,745.08,Millet,Sandy,HHB-67
89.3,61.6,101.25,23.65,81.98,7.12,1361.59,Sugarcane,Clay,Co-0238
92.65,36.04,90.66,20.33,61.63,6.69,1121.78,Tomato,Loamy,Pusa Ruby
97.55,48.03,112.78,25.31,68.24,7.14,1848.17,Sugarcane,Clay,Co-0238
91.08,61.26,127.18,25.41,57.96,7.06,1906.96,Cotton,Clay,Bt-2
55.21,69.14,104.06,29.92,52.03,7.69,608.84,Barley,Chalky,DWRB-73
86.92,48.79,82.53,22.79,78.8,6.89,1762.36,Maize,Silty,HQPM-1
75.91,44.81,78.47,24.56,72.56,6.65,1532.99,Wheat,Silty,HD-2967
88.23,30.07,42.18,28.0,71.71,5.67,1502.66,Cotton,Peaty,Suraj
108.91,41.98,81.03,22.35,79.97,6.99,1522.34,Rice,Silty,Basmati-370
70.03,35.52,97.46,31.76,51.22,8.45,1050.0,Barley,Chalky,BH-902
52.04,35.12,51.51,29.38,47.87,5.44,762.75,Potato,Sandy,Kufri Jyoti
86.34,37.5,58.12,27.19,56.63,7.04,1153.47,Tomato,Loamy,Roma
56.5,52.73,92.27,23.77,69.06,6.55,1066.22,Maize,Loamy,HQPM-1
62.8,37.34,29.04,31.69,44.07,5.86,717.79,Potato,Sandy,Kufri Jyoti
99.53,43.38,74.6,15.28,66.02,4.6,1650.77,Tea,Peaty,TV-23
60.64,46.48,75.28,30.36,57.45,7.69,563.63,Barley,Chalky,DWRB-73
103.87,76.81,93.99,21.04,67.52,7.02,1326.51,Rice,Clay,Basmati-370
47.81,27.71,51.03,33.74,25.0,6.47,930.24,Watermelon,Sandy,Arka Manik
88.58,41.75,98.38,24.89,72.76,6.8,1758.59,Wheat,Loamy,PBW-343
160.0,27.11,81.47,23.83,81.04,4.75,1496.9,Potato,Peaty,Kufri Bahar
112.46,45.23,92.59,20.38,72.3,4.77,1827.74,Tea,Peaty,TV-1
38.16,32.81,38.74,29.27,44.12,6.97,617.02,Watermelon,Sandy,Sugar Baby
96.9,41.03,96.75,29.3,68.24,7.14,1226.19,Soybean,Loamy,JS-335
105.43,50.45,95.48,16.94,76.82,7.06,1554.41,Maize,Silty,DHM-117
103.44,30.59,88.48,25.21,87.39,4.13,1946.81,Tea,Peaty,TV-23
90.81,50.42,119.51,24.94,63.72,6.98,1377.58,Maize,Silty,Pioneer-3396
49.58,19.26,46.73,31.81,49.58,5.99,701.43,Potato,Sandy,Kufri Bahar
53.95,34.09,82.05,26.68,63.66,7.27,1145.3,Tomato,Loamy,Arka Vikas
73.47,56.99,50.6,31.94,53.49,6.99,1298.63,Soybean,Loamy,NRC-37
33.38,60.78,77.28,24.96,50.99,8.18,677.53,Rice,Chalky,IR64
69.31,41.87,86.66,26.59,65.77,6.58,1474.56,Vegetables,Silty,Hybrid-B
70.15,48.83,114.53,24.65,73.05,6.51,600.0,Millet,Loamy,RHB-173
89.17,58.43,99.68,31.68,66.24,7.0,1356.76,Wheat,Loamy,PBW-343
82.67,45.79,74.1,24.56,72.4,4.76,2055.68,Vegetables,Peaty,Hybrid-B
69.12,60.3,110.41,27.25,80.35,6.74,1777.04,Cotton,Clay,Bt-1
96.56,34.69,70.41,15.31,77.37,5.26,1800.46,Vegetables,Peaty,Local-1
33.47,31.17,55.94,32.43,42.49,5.91,825.2,Groundnut,Sandy,GG-20
90.92,45.27,111.0,25.91,69.13,7.45,1784.44,Sugarcane,Clay,Co-86032
55.33,31.79,56.76,24.51,45.64,6.06,465.8,Watermelon,Sandy,Sugar Baby
86.28,52.69,99.57,19.1,61.65,6.33,1496.72,Rice,Loamy,IR64
110.0,43.53,67.16,22.29,86.67,4.95,1816.76,Sugarcane,Peaty,Co-0238
61.01,17.89,73.05,29.93,47.44,6.13,402.5,Watermelon,Sandy,Sugar Baby
72.31,63.42,85.97,21.66,71.54,6.38,1440.48,Vegetables,Silty,Hybrid-B
91.43,36.93,89.71,24.08,68.64,6.35,998.72,Vegetables,Silty,Hybrid-B
36.39,32.54,41.36,34.01,49.07,5.82,588.52,Groundnut,Sandy,JL-24
120.64,25.04,62.49,17.51,88.41,4.24,2377.14,Rice,Peaty,Basmati-370
83.31,57.62,117.4,16.0,59.32,6.82,1452.26,Rice,Silty,Swarna
107.61,43.95,87.86,19.67,83.9,4.5,1571.47,Rice,Peaty,Swarna
82.91,67.85,118.12,27.79,61.14,6.45,1489.29,Cotton,Clay,Bt-2
108.25,50.86,101.11,29.3,67.29,5.83,1030.75,Sugarcane,Clay,Co-0238
111.2,60.96,112.55,23.3,79.43,7.04,1334.78,Cotton,Clay,Bt-2
64.56,36.87,88.89,27.58,66.66,7.16,1175.02,Maize,Loamy,DHM-117
68.99,70.1,84.44,26.69,54.82,8.26,959.62,Cotton,Chalky,Bt-2
104.15,44.8,120.46,24.88,68.53,7.74,1190.91,Sugarcane,Clay,Co-0118
55.84,33.03,65.69,30.43,65.0,6.75,728.1,Watermelon,Sandy,Sugar Baby
125.94,54.96,64.01,20.17,89.04,5.17,1720.48,Rice,Peaty,IR64
134.97,48.17,48.43,20.31,86.0,5.19,1745.13,Sugarcane,Peaty,Co-0238
115.5,53.98,132.1,25.3,67.87,5.95,1529.36,Wheat,Clay,PBW-343
140.0,43.28,39.5,20.95,69.25,4.9,2299.35,Potato,Peaty,Kufri Pukhraj
105.03,41.31,68.01,23.39,82.25,5.53,1739.11,Vegetables,Peaty,Hybrid-B
93.29,54.67,94.5,21.83,72.78,6.49,1451.32,Cotton,Clay,Bt-2
93.59,65.01,130.68,27.94,68.47,6.59,1264.88,Wheat,Clay,HD-2967
30.71,22.4,31.15,31.94,65.0,6.14,402.55,Watermelon,Sandy,Arka Manik
65.11,26.89,44.41,29.16,33.64,6.9,610.75,Millet,Sandy,ICTP-8203
101.67,54.17,108.06,27.25,62.79,6.46,1599.43,Tomato,Clay,Pusa Ruby
112.24,48.84,92.2,26.52,77.42,5.96,1249.46,Soybean,Loamy,NRC-37
51.29,40.46,83.67,25.41,60.91,6.82,1551.04,Maize,Loamy,HQPM-1
116.95,33.78,94.76,16.31,77.59,5.95,2053.86,Tea,Peaty,UPASI-9
32.98,29.71,54.73,28.1,44.83,6.04,499.82,Millet,Sandy,HHB-67
28.75,53.44,95.52,27.11,41.0,7.85,471.2,Wheat,Chalky,Lok-1
93.61,59.07,109.37,20.87,87.06,7.11,1721.33,Cotton,Clay,Bt-1
112.63,36.56,85.46,21.98,79.77,4.81,1232.45,Rice,Peaty,IR64
120.49,39.08,65.31,20.2,76.15,4.56,2264.46,Tea,Peaty,TV-23
71.7,63.91,75.6,20.66,69.18,6.52,1300.41,Maize,Loamy,Pioneer-3396
119.25,60.05,77.11,21.65,91.3,5.7,1804.64,Rice,Peaty,Basmati-370
75.93,44.47,67.66,32.77,62.21,7.43,1123.11,Cotton,Loamy,Suraj
86.06,27.94,103.23,19.34,63.57,6.89,1031.9,Tomato,Silty,Arka Vikas
20.0,27.93,64.15,29.44,41.46,6.19,765.26,Potato,Sandy,Kufri Jyoti
122.21,47.43,70.47,22.92,84.71,4.81,1431.14,Vegetables,Peaty,Hybrid-B
59.05,22.39,62.22,28.8,47.69,6.1,683.17,Millet,Sandy,HHB-67
81.56,49.49,98.08,23.34,61.06,6.84,1334.48,Sugarcane,Loamy,Co-86032
35.11,30.95,78.43,34.57,33.42,6.07,743.89,Watermelon,Sandy,Arka Manik
99.63,51.2,102.06,23.91,57.56,6.76,1384.61,Tomato,Loamy,Arka Vikas
108.05,54.42,133.68,24.16,82.97,7.08,1520.39,Wheat,Clay,PBW-343
59.17,31.66,117.03,22.84,68.17,6.55,1146.26,Groundnut,Clay,JL-24
79.42,48.15,50.0,26.01,64.03,6.74,846.71,Wheat,Loamy,Lok-1
26.89,83.37,77.58,26.66,50.41,8.27,870.87,Millet,Chalky,ICTP-8203
62.48,52.24,106.51,26.91,50.12,6.69,1301.06,Wheat,Loamy,PBW-343
103.5,47.01,117.34,22.92,80.91,6.77,1753.81,Cotton,Clay,Bt-2
53.24,29.26,56.95,29.36,39.6,6.16,399.87,Groundnut,Sandy,GG-20
110.59,32.18,116.6,29.04,67.85,6.37,1966.99,Vegetables,Silty,Hybrid-B
82.52,37.8,92.4,24.47,62.34,7.27,1041.36,Cotton,Loamy,Bt-1
66.66,45.63,76.43,25.78,76.05,6.13,1120.62,Vegetables,Silty,Local-1
118.63,46.41,80.11,12.0,90.19,6.02,2159.43,Cotton,Peaty,Suraj
82.01,60.18,81.07,30.8,58.15,7.02,1371.22,Rice,Silty,Basmati-370
99.3,50.2,88.68,25.75,60.14,6.97,1160.7,Potato,Loamy,Kufri Pukhraj
36.1,18.84,72.29,27.16,36.97,6.28,660.26,Millet,Sandy,RHB-173
73.8,41.25,102.9,27.2,62.38,6.46,1077.53,Cotton,Loamy,Suraj
104.32,54.77,88.98,23.44,56.26,6.84,1564.49,Cotton,Clay,Bt-2
83.31,54.17,88.97,30.05,68.13,6.89,1142.38,Tomato,Loamy,Arka Vikas
85.59,37.43,91.05,23.78,50.0,6.12,1676.07,Vegetables,Silty,Local-1
86.76,48.26,78.7,25.0,59.31,7.77,1435.43,Tomato,Loamy,Arka Vikas
62.45,34.1,71.82,25.11,63.71,6.94,791.02,Wheat,Loamy,Lok-1
32.76,38.22,56.24,29.31,50.83,6.5,720.06,Groundnut,Sandy,JL-24
73.12,24.3,35.99,23.12,43.12,6.17,568.54,Watermelon,Sandy,Arka Manik
81.74,59.22,105.06,24.28,80.68,7.21,1162.43,Cotton,Clay,Suraj
39.1,29.52,50.58,31.36,49.63,6.76,489.94,Potato,Sandy,Kufri Pukhraj
98.01,49.76,101.03,26.42,69.02,7.04,2183.89,Wheat,Clay,PBW-343
104.95,64.39,96.56,26.81,78.56,6.42,700.0,Cotton,Clay,Suraj
79.9,41.4,97.18,23.55,60.05,5.89,1343.66,Wheat,Silty,PBW-343
55.92,42.75,72.83,21.69,60.56,6.67,1474.59,Maize,Silty,Pioneer-3396
58.56,39.53,78.24,24.3,55.19,8.07,655.93,Millet,Chalky,HHB-67
45.68,53.79,89.19,29.03,60.29,8.06,618.79,Wheat,Chalky,HD-2967
96.69,42.75,103.42,25.98,57.63,6.95,1734.64,Sugarcane,Clay,Co-0118
105.73,47.13,106.67,17.38,73.18,5.63,2017.84,Potato,Peaty,Kufri Jyoti
69.13,54.02,119.94,31.28,68.45,6.69,1936.81,Rice,Clay,IR64
90.01,59.53,100.3,19.84,57.68,7.09,1107.65,Soybean,Loamy,JS-335
108.94,35.73,74.18,22.91,61.62,6.04,869.28,Barley,Loamy,BH-902
44.03,48.37,42.75,26.61,60.96,8.16,744.79,Cotton,Chalky,Suraj
44.16,20.09,60.82,30.04,51.83,6.63,442.6,Cotton,Sandy,Bt-1
43.34,56.51,54.33,26.37,56.92,8.02,980.82,Millet,Chalky,RHB-173
102.01,31.84,99.15,19.94,90.12,4.91,2093.84,Potato,Peaty,Kufri Bahar
46.88,47.18,107.51,20.45,54.45,7.83,683.86,Wheat,Chalky,Lok-1
90.79,61.62,89.72,20.93,76.98,7.14,1500.19,Rice,Silty,Basmati-370
76.81,36.46,74.34,23.05,78.22,6.96,1349.02,Rice,Silty,IR64
91.53,49.01,108.54,24.89,67.09,6.65,1473.23,Rice,Silty,Swarna
72.14,57.21,69.0,20.88,84.79,5.84,2115.81,Vegetables,Peaty,Local-1
117.6,30.94,145.93,29.75,68.7,7.24,1487.53,Rice,Clay,IR64
44.39,53.26,84.65,27.61,76.04,6.31,1799.7,Vegetables,Silty,Hybrid-B
45.34,35.89,27.08,30.79,40.67,6.54,726.83,Millet,Sandy,RHB-173
101.44,45.65,112.88,29.05,74.87,7.17,1619.04,Maize,Silty,HQPM-1
83.62,50.53,89.57,24.5,73.59,7.06,1501.63,Maize,Silty,DHM-117
93.22,58.49,121.14,23.46,63.32,7.68,1459.77,Rice,Clay,Basmati-370
66.52,36.17,42.57,27.92,38.63,5.97,919.0,Groundnut,Sandy,JL-24
115.0,49.01,82.56,24.04,62.97,6.01,1333.73,Rice,Silty,Basmati-370
103.22,54.75,125.9,25.5,63.52,6.22,1623.56,Cotton,Clay,Suraj
127.72,54.61,110.97,25.48,67.12,7.47,1250.38,Wheat,Clay,Lok-1
120.14,73.97,126.23,22.98,64.0,6.0,1634.37,Rice,Clay,Basmati-370
58.44,73.94,52.75,25.69,43.36,7.68,799.86,Wheat,Chalky,HD-2967
81.1,42.1,55.6,24.51,63.39,7.0,1186.43,Vegetables,Silty,Hybrid-B
44.35,79.48,80.37,27.43,43.71,7.43,761.77,Millet,Chalky,ICTP-8203
86.27,48.81,99.84,28.32,61.35,7.61,1520.1,Cotton,Loamy,Bt-1
73.59,48.13,89.25,19.51,42.19,8.24,755.29,Cotton,Chalky,Suraj
96.98,39.09,118.15,23.19,69.68,6.02,1381.17,Rice,Clay,Swarna
78.53,57.91,110.36,26.6,58.94,7.22,1574.53,Soybean,Loamy,NRC-37
97.45,30.82,109.11,32.09,75.38,6.67,1273.62,Rice,Clay,IR64
80.53,45.5,89.33,27.17,74.21,6.34,1463.62,Potato,Loamy,Kufri Jyoti
101.55,52.9,110.34,25.02,71.92,6.85,1512.42,Sugarcane,Clay,Co-86032
73.98,37.78,67.48,26.18,56.62,7.03,1189.15,Wheat,Loamy,PBW-343
107.7,31.63,57.8,18.65,78.57,5.33,1760.23,Rice,Peaty,IR64
97.65,54.19,73.86,27.62,72.23,6.44,999.47,Soybean,Loamy,JS-335
45.93,27.47,55.22,33.41,47.09,5.71,583.08,Groundnut,Sandy,JL-24
88.03,67.61,139.63,23.97,64.63,6.1,1566.82,Rice,Clay,Swarna
100.46,27.22,62.65,18.0,74.57,5.15,1332.84,Potato,Peaty,Kufri Bahar
32.53,35.06,67.45,30.99,56.51,6.75,786.75,Potato,Sandy,Kufri Bahar
45.22,33.15,29.28,28.89,41.05,6.97,745.58,Millet,Sandy,ICTP-8203
113.52,34.91,115.51,25.1,61.01,7.27,1492.59,Cotton,Clay,Bt-1
73.44,51.35,88.83,21.63,60.24,6.84,1106.15,Vegetables,Silty,Hybrid-B
55.3,57.65,105.98,26.83,34.0,8.14,963.99,Cotton,Chalky,Bt-2
76.09,34.04,103.95,30.63,55.15,6.87,1096.41,Cotton,Loamy,Bt-2
36.69,50.14,103.69,24.1,32.28,8.36,490.87,Millet,Chalky,RHB-173
98.01,52.27,117.56,23.76,65.62,6.21,1421.15,Sugarcane,Clay,Co-86032
123.23,38.99,93.49,22.74,83.0,5.16,1633.63,Vegetables,Peaty,Hybrid-B
55.88,67.36,114.3,26.74,62.16,7.61,964.66,Wheat,Chalky,Lok-1
34.23,51.09,93.94,19.53,53.52,7.69,967.77,Cotton,Chalky,Bt-1
38.72,16.23,48.1,25.08,45.11,5.97,355.55,Millet,Sandy,HHB-67
109.49,41.1,81.93,21.05,83.51,4.38,1421.53,Potato,Peaty,Kufri Pukhraj
35.64,37.34,62.61,30.29,26.26,5.88,787.42,Watermelon,Sandy,Crimson Sweet
39.32,69.69,100.7,20.54,30.52,7.21,868.78,Wheat,Chalky,Lok-1
67.32,21.47,96.42,20.45,71.33,6.59,960.41,Wheat,Loamy,HD-2967
107.52,56.25,116.95,22.67,72.29,6.56,1350.66,Tomato,Clay,Pusa Ruby
119.78,45.95,71.47,16.88,95.0,5.0,1898.73,Tea,Peaty,UPASI-9
57.01,62.04,52.83,26.04,42.07,7.69,631.7,Sugarcane,Chalky,Co-0238
87.2,46.36,108.13,21.39,57.12,6.96,1260.91,Wheat,Loamy,Lok-1
72.58,47.5,106.77,28.44,62.87,7.28,1160.65,Maize,Silty,DHM-117
68.04,45.24,103.7,26.94,69.08,7.29,1352.91,Groundnut,Loamy,JL-24
95.46,72.24,94.48,28.91,68.73,6.69,1573.18,Cotton,Clay,Suraj
29.78,50.8,87.19,23.66,53.85,8.01,547.99,Barley,Chalky,BH-902
57.42,53.61,89.38,25.72,47.73,7.84,898.51,Wheat,Chalky,PBW-343
47.08,48.61,63.11,32.77,41.68,7.72,1009.89,Millet,Chalky,ICTP-8203
100.59,41.91,108.38,22.58,66.57,7.14,1457.58,Sugarcane,Clay,Co-0238
87.31,67.59,155.18,23.68,73.44,6.56,1749.44,Sugarcane,Clay,Co-0238
100.83,49.3,131.43,24.48,76.49,6.96,1465.64,Wheat,Clay,Lok-1
103.47,28.69,65.93,17.91,81.18,5.0,1624.61,Tea,Peaty,TV-1
144.4,39.81,65.71,20.11,80.42,6.26,1892.58,Vegetables,Peaty,Hybrid-B
104.54,70.0,82.43,22.32,60.71,7.22,1485.9,Maize,Loamy,Pioneer-3396
102.69,32.07,114.25,26.89,58.58,7.11,1414.02,Cotton,Clay,Bt-2
51.93,31.49,95.5,25.59,59.02,7.21,996.05,Soybean,Loamy,MAUS-71
93.72,59.39,136.11,20.6,82.03,7.0,1380.59,Cotton,Clay,Bt-2
40.29,28.74,50.32,28.49,42.2,5.96,645.6,Groundnut,Sandy,GG-20
94.44,43.1,117.32,27.47,71.04,6.32,1517.49,Sugarcane,Clay,Co-0118
89.35,46.98,64.09,27.68,73.81,7.9,1267.48,Potato,Silty,Kufri Jyoti
36.97,15.24,54.31,29.08,34.42,6.33,626.79,Millet,Sandy,RHB-173
101.55,28.88,83.58,17.18,76.26,5.5,1643.25,Rice,Peaty,Swarna
81.54,46.84,103.2,23.21,67.19,7.04,1225.15,Sugarcane,Silty,Co-0118
52.42,50.56,93.46,27.27,41.97,8.12,611.85,Wheat,Chalky,HD-2967
107.94,45.38,109.63,27.01,71.65,6.52,1045.39,Rice,Clay,Basmati-370
80.0,40.13,91.68,28.34,50.2,7.86,645.34,Barley,Chalky,BH-902
84.72,51.88,117.81,28.42,79.6,6.9,1441.52,Rice,Clay,Swarna
76.59,54.72,74.17,23.87,63.22,6.51,1096.86,Rice,Silty,Swarna
87.29,48.07,75.61,22.46,60.46,5.93,1664.64,Wheat,Silty,HD-2967
51.41,24.18,76.69,30.04,54.93,6.41,810.09,Potato,Sandy,Kufri Jyoti
68.54,68.82,115.34,26.75,73.98,6.43,1137.83,Wheat,Clay,Lok-1
92.2,44.12,114.43,23.54,59.05,7.24,1459.45,Cotton,Clay,Suraj
63.9,46.35,91.81,24.95,72.58,6.78,1350.9,Maize,Silty,DHM-117
118.07,43.07,61.9,19.38,83.35,5.76,1747.2,Potato,Peaty,Kufri Jyoti
52.56,27.43,36.31,34.76,45.59,6.18,753.65,Groundnut,Sandy,TAG-24
48.96,30.54,48.82,29.25,58.13,7.4,478.13,Watermelon,Sandy,Sugar Baby
77.39,50.84,108.7,26.22,55.27,6.75,1380.2,Millet,Silty,HHB-67
70.95,35.44,108.51,31.04,50.44,7.02,1398.22,Wheat,Loamy,HD-2967
27.72,31.93,43.15,32.13,39.69,6.28,587.13,Maize,Sandy,Pioneer-3396
77.93,46.25,94.25,19.95,63.83,6.84,1604.77,Wheat,Loamy,PBW-343
81.38,50.96,91.64,27.89,59.8,6.94,1218.22,Cotton,Loamy,Suraj
107.83,37.75,50.17,20.46,68.73,4.71,1948.75,Rice,Peaty,IR64
48.76,29.64,42.7,29.62,40.31,7.27,660.33,Watermelon,Sandy,Sugar Baby
57.31,44.82,43.12,28.44,42.65,6.09,529.52,Millet,Sandy,HHB-67
65.06,34.88,59.05,21.91,72.94,6.66,1378.4,Wheat,Silty,PBW-343
108.78,44.26,123.93,22.74,77.29,7.34,1658.6,Wheat,Clay,Lok-1
89.08,35.51,73.52,27.65,55.65,7.03,1406.69,Sugarcane,Loamy,Co-86032
93.92,39.49,111.97,25.37,61.15,6.69,1426.52,Tomato,Loamy,Roma
82.42,57.94,97.22,25.89,68.24,6.81,1292.67,Wheat,Loamy,HD-2967
96.21,48.74,51.24,22.01,68.14,5.11,2061.8,Rice,Peaty,IR64
108.57,42.63,94.49,29.68,73.85,5.75,1240.27,Millet,Silty,ICTP-8203
101.23,42.65,83.74,23.22,62.76,6.82,1371.18,Tomato,Loamy,Arka Vikas
58.47,36.99,63.79,23.74,61.46,7.12,1164.16,Sugarcane,Loamy,Co-0118
94.13,54.88,88.93,24.9,55.93,6.96,1329.05,Maize,Loamy,Pioneer-3396
106.82,52.3,102.86,22.49,80.34,4.85,2158.73,Vegetables,Peaty,Hybrid-A
66.06,44.87,76.85,20.87,70.75,6.36,704.78,Maize,Silty,DHM-117
97.05,55.04,113.4,21.99,75.87,6.14,1778.21,Rice,Clay,Basmati-370
89.2,22.53,66.71,32.44,62.84,6.42,1256.05,Tomato,Loamy,Arka Vikas
120.24,36.45,66.06,21.84,74.92,4.66,2107.75,Rice,Peaty,Swarna
43.34,28.44,67.78,31.17,54.39,6.02,540.5,Potato,Sandy,Kufri Pukhraj
112.96,45.12,100.07,27.22,82.55,4.22,1355.37,Vegetables,Peaty,Local-1
99.48,44.09,102.94,26.14,49.68,6.95,1565.03,Soybean,Loamy,JS-335
15.0,48.68,82.5,25.77,49.32,7.99,1021.57,Wheat,Chalky,HD-2967
52.76,60.14,77.33,29.48,56.39,8.03,793.55,Wheat,Chalky,HD-2967
47.97,60.79,82.17,28.06,55.01,8.3,677.29,Millet,Chalky,HHB-67
70.0,34.05,71.86,23.43,94.22,4.86,1915.33,Tea,Peaty,TV-1
62.36,44.11,83.74,26.31,78.21,6.45,2071.57,Maize,Silty,Pioneer-3396
107.07,33.23,86.33,19.46,89.49,5.63,1445.68,Potato,Peaty,Kufri Pukhraj
74.03,37.92,92.17,29.47,70.56,6.37,1156.85,Rice,Loamy,IR64
87.63,63.73,75.88,28.07,53.99,7.06,803.28,Soybean,Loamy,JS-335
41.73,20.85,44.29,25.7,43.94,6.57,546.67,Groundnut,Sandy,TAG-24
56.63,42.08,77.01,26.29,65.01,7.21,1361.87,Rice,Silty,Basmati-370
80.01,62.42,113.69,25.75,69.45,6.62,1191.88,Wheat,Clay,Lok-1
92.57,35.39,107.25,22.77,63.79,7.32,1681.8,Sugarcane,Clay,Co-86032
51.87,52.18,124.07,25.01,67.87,8.16,735.37,Wheat,Chalky,PBW-343
76.32,41.89,121.36,25.59,71.08,6.63,1212.46,Wheat,Silty,HD-2967
143.96,52.06,30.0,17.93,82.23,5.41,1485.49,Rice,Peaty,Basmati-370
95.39,33.55,114.94,23.98,68.36,6.68,1370.34,Wheat,Silty,Lok-1
31.96,27.25,48.52,26.39,42.15,6.16,574.2,Watermelon,Sandy,Sugar Baby
101.96,45.78,100.98,25.21,66.02,6.92,1191.11,Wheat,Loamy,Lok-1
87.66,56.37,74.88,34.0,58.04,6.94,1200.62,Sugarcane,Loamy,Co-0118
77.15,52.59,102.29,25.59,69.98,7.9,1043.02,Wheat,Silty,PBW-343
95.8,60.22,73.89,23.74,70.85,4.08,1477.46,Vegetables,Peaty,Local-1
50.89,29.11,72.22,26.72,44.58,6.78,881.7,Groundnut,Sandy,JL-24
63.16,28.28,48.7,27.42,50.41,6.82,666.73,Groundnut,Sandy,TAG-24
94.22,55.27,76.58,26.06,74.2,7.22,1653.13,Wheat,Silty,PBW-343
42.04,34.91,60.95,31.72,43.02,6.54,569.8,Groundnut,Sandy,GG-20
63.63,29.63,52.68,27.13,50.68,6.04,568.3,Millet,Sandy,ICTP-8203
80.98,43.53,113.48,32.75,70.93,6.91,822.17,Maize,Loamy,HQPM-1
121.67,28.47,73.69,13.54,78.0,5.05,1900.42,Wheat,Peaty,PBW-343
74.55,51.41,99.21,21.98,71.47,6.34,1208.01,Vegetables,Silty,Local-1
56.3,60.77,76.29,24.88,54.98,7.96,1201.7,Cotton,Chalky,Suraj
100.26,58.23,127.24,29.97,76.45,5.75,1507.01,Rice,Clay,Swarna
114.76,55.95,120.06,26.35,84.54,5.75,1413.13,Sugarcane,Clay,Co-86032
47.15,69.73,86.67,23.79,57.26,7.8,471.19,Wheat,Chalky,HD-2967
59.62,19.07,49.2,27.14,42.94,6.98,442.46,Millet,Sandy,ICTP-8203
117.3,53.93,75.61,23.5,78.15,5.58,1890.16,Vegetables,Peaty,Local-1
89.95,61.76,123.98,20.63,82.37,7.05,1495.27,Cotton,Clay,Bt-2
107.95,48.85,61.54,24.45,80.49,5.74,2042.98,Potato,Peaty,Kufri Pukhraj
106.92,29.55,49.38,13.96,85.93,5.43,2513.73,Potato,Peaty,Kufri Jyoti
91.98,54.91,79.01,19.85,50.21,6.9,1555.43,Cotton,Loamy,Bt-1
103.61,45.0,127.73,23.79,70.91,6.2,1454.88,Cotton,Clay,Bt-1
27.79,62.64,127.13,30.33,55.42,8.51,913.55,Tea,Chalky,TV-23
